,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
268,Maurice Harkless,SF,26,LAC,50,38,1141,3.5,6.8,.516,0.9,2.3,.370,2.7,4.5,.590,0.8,1.3,.571,1.5,4.8,6.3,1.5,1.5,0.9,1.5,3.8,8.7
269,Maurice Harkless,SF,26,NYK,12,10,286,3.8,8.3,.455,0.9,3.1,.280,2.9,5.2,.561,1.9,3.0,.625,1.0,4.0,5.0,2.5,1.1,0.4,0.9,3.5,10.3
270,Jared Harper,PG,22,PHO,3,0,8,4.5,18.0,.250,0.0,9.0,.000,4.5,9.0,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Montrezl Harrell,C,26,LAC,63,2,1749,9.7,16.7,.580,0.0,0.4,.000,9.7,16.3,.593,4.8,7.2,.658,3.4,5.8,9.2,2.2,0.8,1.5,2.2,3.0,24.1
273,Gary Harris,SG,25,DEN,56,55,1780,4.4,10.5,.420,1.4,4.2,.333,3.0,6.2,.479,1.5,1.9,.815,0.5,2.8,3.3,2.4,1.5,0.3,1.2,2.3,11.8
274,Joe Harris,SF,28,BRK,69,69,2123,6.5,13.3,.486,2.9,6.9,.424,3.5,6.4,.553,1.1,1.5,.719,1.1,4.0,5.1,2.4,0.7,0.3,1.8,2.7,16.9
275,Tobias Harris,PF,27,PHI,72,72,2469,8.1,17.1,.471,1.9,5.2,.367,6.2,11.9,.517,2.5,3.1,.806,1.0,6.2,7.2,3.3,0.8,0.6,1.5,2.4,20.6
276,Shaquille Harrison,SF,26,CHI,43,10,484,5.7,12.3,.467,1.2,3.1,.381,4.5,9.1,.496,2.9,3.7,.780,1.6,4.8,6.4,3.6,2.5,1.4,1.4,4.1,15.5
277,Josh Hart,SF,24,NOP,65,16,1755,4.6,10.9,.423,2.5,7.3,.342,2.1,3.7,.584,1.7,2.4,.739,1.3,7.5,8.7,2.2,1.3,0.5,1.5,3.3,13.5
278,Isaiah Hartenstein,C,21,HOU,23,2,266,6.0,9.1,.657,0.0,0.7,.000,6.0,8.4,.710,2.6,3.8,.679,3.9,8.3,12.2,2.4,1.2,1.6,2.2,5.5,14.5
279,Udonis Haslem,PF,39,MIA,4,1,44,3.3,9.0,.364,0.8,2.5,.333,2.5,6.5,.375,2.5,3.3,.750,0.8,12.3,13.1,0.8,0.0,0.0,0.8,4.9,9.8
280,Jaxson Hayes,C,19,NOP,64,14,1080,5.8,8.6,.672,0.0,0.1,.250,5.8,8.5,.678,4.1,6.3,.647,3.2,5.4,8.6,1.9,0.9,1.8,1.8,5.4,15.7
281,Gordon Hayward,SF,29,BOS,52,52,1740,7.2,14.5,.500,1.8,4.6,.383,5.5,9.9,.554,2.6,3.0,.855,1.1,6.1,7.2,4.4,0.8,0.5,2.0,2.0,18.8
282,John Henson,PF,29,TOT,40,8,600,5.7,10.3,.556,0.5,2.2,.222,5.2,8.1,.644,1.4,2.8,.500,2.8,7.0,9.7,3.2,1.4,2.5,2.2,4.7,13.3
283,John Henson,PF,29,CLE,29,2,412,5.3,10.5,.508,0.5,2.7,.194,4.8,7.8,.618,1.5,2.9,.515,2.8,7.2,10.0,3.8,1.4,2.8,1.8,4.8,12.7
284,John Henson,PF,29,DET,11,6,188,6.5,9.8,.667,0.4,1.0,.400,6.1,8.8,.696,1.1,2.5,.462,2.7,6.5,9.2,2.1,1.5,1.9,2.9,4.4,14.6
285,Dewan Hernandez,C,23,TOR,6,0,28,6.4,18.0,.357,1.3,2.6,.500,5.1,15.4,.333,3.9,6.4,.600,6.4,11.6,18.0,3.9,1.3,0.0,3.9,7.7,18.0
286,Juan Hernangómez,PF,24,TOT,48,14,833,4.3,10.7,.405,1.9,5.6,.341,2.4,5.1,.475,1.9,3.1,.620,1.9,6.7,8.5,1.7,0.8,0.4,1.4,2.8,12.4
287,Juan Hernangómez,PF,24,DEN,34,0,422,3.2,9.4,.345,1.3,5.1,.250,2.0,4.3,.460,1.4,2.1,.640,2.0,6.1,8.1,1.9,0.4,0.4,1.5,2.5,9.1
288,Juan Hernangómez,PF,24,MIN,14,14,411,5.4,12.0,.453,2.5,6.0,.420,2.9,6.0,.485,2.5,4.0,.609,1.7,7.3,8.9,1.6,1.2,0.4,1.2,3.1,15.9
289,Willy Hernangómez,C,25,CHO,31,0,375,7.1,13.3,.532,0.5,2.1,.227,6.6,11.2,.590,3.6,5.7,.627,4.1,8.7,12.9,2.8,1.0,0.7,2.9,3.1,18.2
290,Tyler Herro,SG,20,MIA,55,8,1508,6.4,15.1,.428,2.8,7.1,.389,3.7,7.9,.462,2.1,2.4,.870,0.4,5.0,5.3,2.9,0.8,0.2,2.1,1.8,17.7
291,Kevin Hervey,PF,23,OKC,10,0,52,4.8,18.7,.259,2.1,13.8,.150,2.8,4.8,.571,0.0,0.0,,0.7,7.6,8.3,3.5,0.7,0.7,0.0,2.8,11.8
292,Mario Hezonja,PF,24,POR,53,4,871,3.8,9.0,.422,1.0,3.2,.308,2.8,5.8,.486,2.0,2.4,.814,1.2,6.4,7.6,2.1,1.5,0.4,1.7,4.4,10.6
293,Buddy Hield,SG,27,SAC,72,44,2216,8.1,18.9,.429,4.4,11.2,.394,3.7,7.7,.479,1.9,2.2,.846,0.9,4.4,5.3,3.5,1.1,0.3,2.7,2.7,22.5
294,George Hill,PG,33,MIL,59,2,1271,5.5,10.6,.516,2.3,5.0,.460,3.2,5.7,.565,2.4,2.9,.842,1.4,3.6,5.0,5.1,1.3,0.1,1.6,2.4,15.7
295,Solomon Hill,SF,28,TOT,59,4,1088,3.6,9.2,.396,2.1,5.7,.368,1.6,3.5,.439,1.3,1.8,.741,1.0,4.5,5.5,3.4,1.4,0.4,1.7,2.8,10.7
296,Solomon Hill,SF,28,MEM,48,3,901,3.8,9.3,.412,2.2,5.9,.381,1.6,3.4,.465,1.0,1.5,.684,1.0,4.8,5.8,3.8,1.2,0.3,1.6,2.9,10.9
297,Solomon Hill,SF,28,MIA,11,1,187,2.7,8.7,.311,1.3,4.6,.292,1.3,4.0,.333,2.7,3.1,.875,1.0,3.1,4.0,1.9,2.3,1.0,2.1,2.3,9.4
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Jaylen Hoard,SF,20,POR,13,0,103,5.2,11.2,.469,0.0,1.0,.000,5.2,10.1,.517,2.8,4.5,.615,4.9,6.3,11.2,1.4,1.7,0.0,1.4,4.2,13.3
300,Aaron Holiday,PG,23,IND,66,33,1617,5.2,12.5,.414,1.9,4.9,.394,3.3,7.6,.427,1.6,1.9,.851,0.5,3.0,3.5,5.0,1.2,0.4,2.0,2.7,14.0
301,Jrue Holiday,SG,29,NOP,61,61,2117,7.8,17.1,.455,2.1,5.9,.353,5.7,11.2,.509,2.2,3.1,.709,1.3,3.7,5.0,6.9,1.7,0.8,3.1,2.5,19.8
302,Justin Holiday,SG,30,IND,73,6,1826,4.1,9.6,.428,2.6,6.5,.405,1.5,3.1,.477,1.0,1.3,.791,0.6,4.1,4.7,1.8,1.7,0.9,0.9,2.7,11.9
303,Rondae Hollis-Jefferson,SF,25,TOR,60,6,1122,5.0,10.6,.471,0.1,0.7,.130,4.9,9.8,.497,3.4,4.6,.734,3.5,5.6,9.1,3.4,1.5,0.7,1.9,3.7,13.4
304,Richaun Holmes,C,26,SAC,44,38,1242,6.5,10.0,.648,0.0,0.0,,6.5,10.0,.648,2.7,3.4,.788,3.7,6.7,10.4,1.2,1.2,1.6,1.5,4.9,15.6
305,Rodney Hood,SF,27,POR,21,21,619,5.1,10.0,.506,2.0,4.1,.493,3.0,5.9,.515,1.2,1.6,.778,0.6,3.6,4.2,1.9,1.0,0.2,1.1,2.7,13.4
306,Al Horford,C,33,PHI,67,61,2025,5.7,12.6,.450,1.8,5.0,.350,3.9,7.6,.516,1.1,1.4,.763,1.8,6.3,8.1,4.8,0.9,1.1,1.4,2.5,14.2
307,Talen Horton-Tucker,SG,19,LAL,6,1,81,6.2,13.3,.467,1.8,5.8,.308,4.4,7.6,.588,0.9,1.8,.500,0.9,2.2,3.1,2.7,3.6,0.4,2.7,4.4,15.1
308,Danuel House,SF,26,HOU,63,52,1913,4.3,10.1,.427,2.4,6.7,.363,1.9,3.5,.549,1.4,1.7,.811,1.1,4.0,5.0,1.6,1.3,0.6,1.0,2.5,12.5
309,Dwight Howard,C,34,LAL,69,2,1306,5.6,7.6,.729,0.1,0.1,.600,5.5,7.5,.732,3.0,5.9,.514,4.7,9.2,14.0,1.2,0.9,2.2,2.3,6.1,14.3
310,William Howard,PF,26,HOU,2,0,13,0.0,11.1,.000,0.0,11.1,.000,0.0,0.0,,0.0,0.0,,0.0,5.5,5.5,2.8,0.0,0.0,2.8,2.8,0.0
311,Kevin Huerter,SG,21,ATL,56,48,1760,5.2,12.5,.413,2.6,6.8,.380,2.6,5.6,.453,1.1,1.3,.828,0.7,3.9,4.7,4.4,1.0,0.6,1.8,2.8,14.0
312,De'Andre Hunter,SF,22,ATL,63,62,2018,5.0,12.2,.410,1.9,5.4,.355,3.1,6.8,.454,2.0,2.6,.764,0.8,4.3,5.1,2.0,0.8,0.3,1.8,3.2,13.9
313,Chandler Hutchison,SF,23,CHI,28,10,527,5.5,12.0,.457,0.8,2.6,.316,4.6,9.4,.496,3.1,5.3,.590,1.2,6.1,7.4,1.8,1.8,0.5,1.8,3.2,14.9
314,Serge Ibaka,C,30,TOR,55,27,1485,8.3,16.2,.512,1.7,4.4,.385,6.6,11.8,.559,2.2,3.0,.718,2.8,8.2,11.0,1.9,0.7,1.1,2.6,3.7,20.5
315,Andre Iguodala,SG,36,MIA,21,0,418,3.3,7.6,.432,1.2,4.0,.298,2.1,3.5,.585,0.5,1.3,.400,1.5,5.3,6.7,4.4,1.2,1.8,2.2,3.0,8.3
316,Ersan İlyasova,PF,32,MIL,63,8,986,5.3,11.4,.466,1.8,5.0,.365,3.5,6.4,.545,2.6,3.2,.828,2.3,8.8,11.0,1.8,0.9,0.6,1.2,3.5,15.1
317,Joe Ingles,SF,32,UTA,72,45,2137,4.1,9.3,.445,2.4,5.9,.399,1.8,3.4,.525,1.2,1.6,.787,0.5,4.2,4.7,6.3,1.1,0.2,2.4,2.6,11.9
318,Brandon Ingram,PF,22,NOP,62,62,2104,8.7,18.8,.463,2.6,6.6,.391,6.1,12.2,.501,5.4,6.3,.851,0.9,5.6,6.5,4.4,1.0,0.7,3.2,3.1,25.3
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Kyrie Irving,PG,27,BRK,20,20,658,10.9,22.8,.478,3.1,7.8,.394,7.8,15.0,.522,5.1,5.6,.922,1.2,4.4,5.6,7.0,1.5,0.5,2.8,2.9,30.0
321,Jonathan Isaac,SF,22,ORL,34,32,980,5.7,12.2,.470,1.2,3.5,.340,4.6,8.7,.521,2.2,2.8,.779,2.1,6.4,8.5,1.8,1.9,2.9,1.8,3.0,14.8
322,Wesley Iwundu,SF,25,ORL,52,21,953,3.7,8.8,.416,1.1,3.1,.341,2.6,5.7,.457,2.9,3.7,.804,0.9,4.0,4.9,2.3,0.9,0.5,1.0,3.0,11.3
323,Frank Jackson,PG,21,NOP,59,2,797,6.1,15.0,.405,2.1,6.5,.326,3.9,8.4,.465,2.5,3.4,.747,1.0,2.8,3.7,2.8,0.8,0.2,2.2,3.5,16.8
324,Jaren Jackson Jr.,C,20,MEM,57,57,1622,7.8,16.7,.469,3.2,8.2,.394,4.6,8.5,.540,3.1,4.1,.747,1.2,4.6,5.8,1.7,0.9,2.0,2.2,5.1,22.0
325,Josh Jackson,SG,22,MEM,22,0,381,6.6,15.0,.440,2.2,6.8,.319,4.4,8.2,.540,3.3,4.7,.700,1.0,5.2,6.2,3.3,1.7,0.9,2.6,3.8,18.7
326,Justin Jackson,PF,24,DAL,65,3,1045,4.7,11.7,.396,1.7,5.6,.294,3.0,6.1,.489,1.4,1.7,.840,0.9,4.4,5.3,1.8,0.5,0.3,0.5,2.4,12.4
327,Reggie Jackson,PG,29,TOT,31,16,743,6.5,15.8,.411,2.8,7.0,.393,3.7,8.8,.425,2.2,2.6,.833,0.8,3.6,4.5,6.1,0.6,0.2,2.5,2.9,17.9
328,Reggie Jackson,PG,29,DET,14,10,381,7.2,18.7,.384,2.9,7.7,.378,4.3,11.0,.388,2.5,3.1,.788,1.0,2.8,3.9,6.8,0.8,0.1,2.2,2.0,19.7
329,Reggie Jackson,PG,29,LAC,17,6,362,5.8,12.7,.453,2.6,6.3,.413,3.2,6.5,.492,1.9,2.1,.905,0.6,4.5,5.1,5.4,0.5,0.4,2.8,3.8,16.0
330,Justin James,SG,23,SAC,36,0,232,5.4,13.0,.417,1.4,4.5,.310,4.0,8.5,.473,1.6,3.3,.476,0.9,4.0,5.0,2.8,0.9,1.4,1.2,2.6,13.8
331,LeBron James,PG,35,LAL,67,67,2316,10.0,20.3,.493,2.3,6.6,.348,7.7,13.6,.564,4.1,5.9,.693,1.0,7.1,8.2,10.6,1.2,0.6,4.1,1.8,26.4
332,Amile Jefferson,PF,26,ORL,18,0,74,2.4,6.8,.357,0.0,0.0,,2.4,6.8,.357,2.4,6.8,.357,4.9,6.3,11.2,1.9,0.5,1.5,1.5,3.4,7.3
333,DaQuan Jeffries,SG,22,SAC,13,0,141,5.1,10.2,.500,1.3,4.6,.278,3.8,5.6,.682,1.3,1.5,.833,0.8,3.8,4.6,1.8,1.0,0.3,0.5,4.9,12.8
334,Ty Jerome,PG,22,PHO,31,0,328,4.2,12.4,.336,1.5,5.5,.280,2.6,6.9,.381,1.3,1.8,.750,0.8,4.3,5.0,4.8,1.6,0.3,2.0,3.2,11.2
335,Alize Johnson,SF,23,IND,17,1,118,3.7,8.8,.414,0.9,2.4,.375,2.7,6.4,.429,2.1,3.1,.700,4.9,9.8,14.6,2.1,0.9,0.6,2.1,3.7,10.4
336,B.J. Johnson,SF,24,ORL,10,0,83,3.9,13.9,.281,1.3,3.9,.333,2.6,10.0,.261,3.9,4.3,.900,1.3,5.2,6.5,1.3,1.3,0.0,2.6,1.3,13.0
337,Cameron Johnson,PF,23,PHO,57,9,1255,5.0,11.6,.435,3.0,7.8,.390,2.0,3.8,.526,1.3,1.6,.807,1.4,4.0,5.4,2.0,1.0,0.6,0.9,2.5,14.5
338,James Johnson,PF,32,TOT,32,1,619,6.0,12.5,.479,1.9,5.3,.363,4.1,7.2,.565,1.8,2.8,.646,1.5,5.4,6.9,4.3,1.5,1.9,2.8,4.7,15.7
339,James Johnson,PF,32,MIA,18,0,281,5.0,11.1,.448,2.0,5.8,.356,2.9,5.4,.548,1.0,1.8,.571,1.0,5.6,6.7,2.7,0.8,1.7,1.9,4.4,13.1
340,James Johnson,PF,32,MIN,14,1,338,6.8,13.6,.500,1.8,4.9,.370,5.0,8.7,.573,2.4,3.6,.676,1.8,5.2,7.0,5.6,2.0,2.0,3.5,4.9,17.9
341,Keldon Johnson,SF,20,SAS,17,1,301,6.3,10.6,.596,1.6,2.6,.591,4.8,8.0,.597,4.2,5.3,.795,1.2,5.6,6.8,1.8,1.7,0.2,1.6,3.3,18.4
342,Stanley Johnson,PF,23,TOR,25,0,150,5.3,14.2,.373,1.7,5.8,.292,3.6,8.4,.429,2.2,3.8,.563,1.7,7.2,8.9,4.8,1.4,1.0,3.6,3.8,14.4
343,Tyler Johnson,SG,27,TOT,39,7,709,4.9,12.7,.388,1.9,6.0,.319,3.0,6.7,.450,2.1,2.5,.840,0.9,2.9,3.9,3.8,0.8,0.5,1.5,2.9,13.9
344,Tyler Johnson,SG,27,PHO,31,3,515,4.5,12.0,.380,1.7,5.8,.289,2.9,6.2,.466,1.7,2.2,.750,0.7,2.9,3.6,3.5,0.8,0.6,1.7,3.0,12.4
345,Tyler Johnson,SG,27,BRK,8,4,194,5.9,14.7,.405,2.6,6.7,.389,3.3,8.0,.419,3.3,3.3,1.000,1.5,3.0,4.5,4.5,0.7,0.2,0.9,2.8,17.8
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Nikola Jokić,C,24,DEN,73,73,2336,8.7,16.5,.528,1.2,3.9,.314,7.5,12.6,.594,3.8,4.6,.817,2.6,8.4,11.0,7.9,1.3,0.7,3.5,3.4,22.4
348,Damian Jones,C,24,ATL,55,27,887,4.9,7.2,.680,0.1,0.4,.222,4.8,6.9,.704,2.5,3.4,.738,3.0,5.4,8.4,1.4,1.1,1.6,1.1,6.0,12.4
349,Derrick Jones Jr.,SF,22,MIA,59,16,1375,4.8,9.1,.527,1.0,3.5,.280,3.8,5.7,.677,2.5,3.2,.772,1.7,4.4,6.1,1.6,1.5,1.0,0.8,3.4,13.1
350,Tyus Jones,PG,23,MEM,65,6,1232,5.8,12.5,.459,1.4,3.6,.379,4.4,8.9,.492,1.3,1.7,.741,0.3,2.7,3.0,8.3,1.7,0.2,1.6,1.3,14.1
351,DeAndre Jordan,C,31,BRK,56,6,1234,5.6,8.4,.666,0.0,0.0,,5.6,8.4,.666,2.4,3.6,.680,4.1,12.3,16.4,3.1,0.5,1.5,2.2,3.3,13.6
352,Cory Joseph,PG,28,SAC,72,26,1759,3.5,8.4,.415,1.1,3.3,.352,2.4,5.2,.455,1.2,1.4,.857,0.9,2.9,3.8,5.1,1.1,0.4,1.6,2.7,9.4
353,Mfiondu Kabengele,C,22,LAC,12,0,64,7.9,18.0,.438,5.1,11.3,.450,2.8,6.8,.417,2.8,2.8,1.000,0.6,5.6,6.2,1.1,1.1,1.1,1.1,5.1,23.6
354,Frank Kaminsky,C,26,PHO,39,13,777,6.4,14.2,.450,1.9,5.7,.331,4.5,8.5,.530,2.8,4.2,.678,1.6,6.5,8.2,3.5,0.6,0.5,1.7,3.5,17.5
355,Enes Kanter,C,27,BOS,58,7,983,7.3,12.7,.572,0.0,0.3,.143,7.3,12.5,.581,2.6,3.6,.707,6.0,9.8,15.8,2.1,0.8,1.5,2.1,3.7,17.2
356,Luke Kennard,SG,23,DET,28,25,922,5.9,13.4,.442,2.9,7.1,.399,3.0,6.2,.491,2.6,2.9,.893,0.4,3.5,3.8,4.5,0.5,0.2,1.7,2.5,17.3
357,Stanton Kidd,SF,27,UTA,4,0,15,0.0,7.2,.000,0.0,2.4,.000,0.0,4.8,.000,0.0,0.0,,0.0,7.2,7.2,2.4,0.0,0.0,4.8,7.2,0.0
358,Michael Kidd-Gilchrist,SF-PF,26,TOT,25,0,281,2.8,8.5,.333,0.6,2.6,.250,2.2,5.9,.370,1.4,1.8,.786,1.8,6.8,8.6,1.8,0.3,0.8,2.0,4.7,7.7
359,Michael Kidd-Gilchrist,PF,26,CHO,12,0,160,4.1,11.9,.340,1.1,3.8,.294,2.9,8.1,.361,1.6,2.0,.778,2.0,5.9,7.9,2.3,0.0,0.7,1.6,4.1,10.8
360,Michael Kidd-Gilchrist,SF,26,DAL,13,0,121,1.2,3.9,.308,0.0,0.9,.000,1.2,3.0,.400,1.2,1.5,.800,1.5,8.0,9.5,1.2,0.6,0.9,2.7,5.7,3.6
361,Louis King,SF,20,DET,10,0,62,4.6,12.2,.381,2.3,6.4,.364,2.3,5.8,.400,0.0,1.7,.000,0.6,5.2,5.8,2.9,1.2,0.0,1.2,5.8,11.6
362,Maxi Kleber,C,28,DAL,74,21,1890,4.5,9.8,.461,2.3,6.1,.373,2.2,3.7,.605,1.5,1.8,.849,2.1,5.3,7.4,1.7,0.5,1.6,1.1,3.4,12.8
363,Brandon Knight,PG,28,TOT,25,3,462,4.6,13.0,.353,3.5,10.2,.344,1.1,2.8,.389,1.6,2.6,.588,0.3,2.9,3.2,5.4,0.8,0.2,3.0,3.1,14.3
364,Brandon Knight,PG,28,CLE,16,0,241,4.2,12.8,.326,2.8,9.6,.297,1.3,3.3,.409,0.6,1.9,.308,0.4,2.5,3.0,4.6,0.7,0.3,2.4,3.0,11.8
365,Brandon Knight,PG,28,DET,9,3,221,5.0,13.2,.383,4.2,10.9,.388,0.8,2.3,.357,2.6,3.4,.762,0.2,3.3,3.4,6.2,0.8,0.2,3.6,3.3,16.9
366,Kevin Knox,SF,20,NYK,65,4,1166,4.4,12.4,.359,2.0,6.1,.327,2.4,6.2,.391,2.0,3.1,.653,0.9,4.8,5.7,1.9,0.7,0.9,1.4,3.3,12.9
367,John Konchar,SG,23,MEM,19,0,181,4.8,7.4,.649,1.0,2.0,.500,3.8,5.4,.704,0.2,0.4,.500,3.6,5.8,9.3,4.4,1.4,0.6,1.4,1.4,10.7
368,Furkan Korkmaz,SG,22,PHI,72,12,1559,5.6,13.0,.430,3.3,8.2,.402,2.3,4.8,.478,1.8,2.4,.755,0.4,3.5,3.9,1.8,0.9,0.4,1.4,2.3,16.3
369,Luke Kornet,C,24,CHI,36,14,559,5.3,12.0,.439,2.0,7.0,.287,3.3,5.1,.646,1.3,1.8,.714,1.4,4.0,5.4,2.1,0.7,1.7,0.9,3.5,13.8
370,Kyle Korver,SF,38,MIL,58,1,960,4.7,11.0,.430,3.7,8.9,.418,1.0,2.1,.482,1.3,1.5,.854,0.6,4.0,4.6,2.5,1.0,0.5,1.8,2.9,14.5
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Rodions Kurucs,PF,21,BRK,47,9,684,4.2,9.3,.446,1.7,4.7,.367,2.4,4.6,.529,1.3,2.0,.632,1.3,5.9,7.2,2.7,1.3,0.3,2.4,4.7,11.3
373,Kyle Kuzma,PF,24,LAL,61,9,1526,6.9,15.8,.436,2.0,6.4,.316,4.8,9.3,.518,2.7,3.7,.735,1.2,5.2,6.4,1.9,0.7,0.6,2.1,3.0,18.4
374,Skal Labissière,C,23,POR,33,1,567,5.1,9.3,.551,0.2,0.8,.231,5.0,8.5,.582,1.6,2.1,.758,4.1,6.6,10.7,2.7,0.4,2.0,1.9,5.7,12.1
375,Jeremy Lamb,SG,27,IND,46,42,1291,6.0,13.4,.451,1.5,4.4,.335,4.5,9.0,.508,2.6,3.1,.836,0.7,4.9,5.6,2.7,1.5,0.6,1.4,2.9,16.1
376,Romeo Langford,SG,20,BOS,32,2,370,2.7,7.8,.350,0.5,2.6,.185,2.2,5.2,.434,1.8,2.4,.720,1.5,2.5,4.0,1.3,0.8,0.8,1.1,3.2,7.7
377,Zach LaVine,SG,24,CHI,60,60,2085,9.3,20.7,.450,3.2,8.4,.380,6.1,12.3,.497,4.6,5.8,.802,0.7,4.3,5.0,4.4,1.5,0.5,3.6,2.3,26.4
378,Vic Law,SF,24,ORL,8,0,62,3.5,10.5,.333,0.6,4.1,.143,2.9,6.4,.455,1.2,3.5,.333,1.2,5.2,6.4,1.7,1.2,0.0,1.2,3.5,8.7
379,Jake Layman,PF,25,MIN,23,2,505,5.8,12.8,.453,1.7,5.1,.333,4.1,7.6,.533,1.7,2.3,.750,1.2,2.9,4.1,1.1,1.2,0.7,1.7,3.4,15.0
380,T.J. Leaf,PF,22,IND,28,1,222,5.8,13.9,.419,0.8,2.9,.278,5.0,11.0,.456,1.1,2.6,.438,3.7,7.8,11.5,1.5,1.6,0.6,1.3,3.6,13.6
381,Jalen Lecque,PG,19,PHO,5,0,32,4.5,11.3,.400,0.0,4.5,.000,4.5,6.8,.667,2.3,2.3,1.000,0.0,2.3,2.3,2.3,0.0,0.0,2.3,3.4,11.3
382,Courtney Lee,SG,34,DAL,24,9,345,4.2,8.6,.488,2.2,4.9,.447,2.0,3.7,.543,0.6,0.7,.857,0.7,2.6,3.3,1.3,1.9,0.6,1.1,3.4,11.2
383,Damion Lee,SG,27,GSW,49,36,1423,5.4,12.9,.417,2.2,6.0,.356,3.2,6.9,.471,2.8,3.2,.873,0.8,5.2,6.0,3.4,1.3,0.2,1.7,2.9,15.7
384,Alex Len,C,26,TOT,55,12,970,6.6,11.8,.555,0.6,2.2,.271,6.0,9.6,.619,2.5,3.9,.648,3.7,8.2,11.9,1.9,0.9,1.8,2.0,4.7,16.3
385,Alex Len,C,26,ATL,40,9,745,6.9,12.6,.546,0.7,2.7,.250,6.2,9.9,.627,2.5,3.9,.630,3.3,7.8,11.1,2.0,1.0,1.6,1.9,4.5,16.9
386,Alex Len,C,26,SAC,15,3,225,5.6,9.4,.593,0.3,0.5,.667,5.3,9.0,.589,2.7,3.8,.708,5.0,9.6,14.6,1.3,0.5,2.4,2.6,5.4,14.2
387,Kawhi Leonard,SF,28,LAC,57,57,1848,10.4,22.1,.470,2.4,6.3,.378,8.0,15.7,.506,6.9,7.8,.886,1.1,6.8,7.8,5.5,2.0,0.6,2.9,2.2,30.1
388,Meyers Leonard,C,27,MIA,51,49,1034,4.1,8.1,.509,1.8,4.5,.414,2.3,3.7,.623,0.6,1.0,.643,1.0,8.0,9.1,1.9,0.5,0.5,1.4,3.7,10.8
389,Caris LeVert,SG,25,BRK,45,31,1330,8.4,19.8,.425,2.2,6.0,.364,6.3,13.9,.451,3.8,5.3,.711,1.3,3.8,5.1,5.4,1.4,0.3,3.2,2.2,22.8
390,Damian Lillard,PG,29,POR,66,66,2474,9.1,19.6,.463,3.9,9.8,.401,5.2,9.8,.524,6.7,7.5,.888,0.5,3.7,4.1,7.7,1.0,0.3,2.8,1.7,28.8
391,Nassir Little,PF,19,POR,48,5,573,4.1,9.5,.430,0.9,3.7,.237,3.2,5.8,.554,1.8,2.8,.636,1.9,4.8,6.8,1.4,0.8,0.9,0.9,4.5,10.8
392,Kevon Looney,C,23,GSW,20,4,262,4.0,10.9,.367,0.1,1.9,.071,3.8,8.9,.431,1.2,1.6,.750,3.8,5.2,9.1,2.7,1.6,0.8,1.6,4.7,9.3
393,Brook Lopez,C,31,MIL,68,67,1817,5.8,13.3,.435,2.0,6.4,.314,3.8,6.9,.549,2.5,3.0,.836,1.1,5.0,6.2,2.0,0.9,3.2,1.4,3.2,16.1
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Robin Lopez,C,31,MIL,66,5,958,5.5,11.2,.492,1.3,3.9,.333,4.2,7.3,.577,1.1,2.0,.528,2.1,3.9,6.1,1.7,0.4,1.7,2.4,3.6,13.4
396,Kevin Love,PF,31,CLE,56,56,1780,6.6,14.7,.450,3.0,7.9,.374,3.7,6.8,.537,3.8,4.4,.854,1.1,10.0,11.1,3.6,0.7,0.4,2.8,1.8,20.0
397,Kyle Lowry,PG,33,TOR,58,58,2098,5.7,13.8,.416,2.8,8.0,.352,2.9,5.8,.504,5.0,5.9,.857,0.5,4.5,5.0,7.4,1.4,0.4,3.1,3.3,19.3
398,Timothé Luwawu-Cabarrot,SG,24,BRK,47,2,853,4.9,11.4,.435,2.6,6.8,.388,2.3,4.6,.505,2.9,3.4,.852,1.2,4.1,5.4,1.2,0.8,0.3,1.6,4.5,15.4
399,Trey Lyles,PF,24,SAS,63,53,1271,4.3,9.7,.446,1.8,4.8,.387,2.5,5.0,.503,0.9,1.3,.733,2.0,8.2,10.2,2.0,0.8,0.8,1.1,2.8,11.4
400,Daryl Macon,SG,24,MIA,4,0,14,2.6,7.7,.333,2.6,5.1,.500,0.0,2.6,.000,0.0,0.0,,0.0,0.0,0.0,2.6,0.0,0.0,5.1,2.6,7.7
401,J.P. Macura,SG,24,CLE,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Josh Magette,PG,30,ORL,8,0,38,4.7,14.2,.333,0.9,3.8,.250,3.8,10.4,.364,0.9,1.9,.500,0.9,4.7,5.7,4.7,2.8,0.9,4.7,3.8,11.4
