,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Steven Adams,C,26,OKC,63,63,1680,8.2,13.8,.592,0.0,0.1,.333,8.2,13.7,.594,3.4,5.8,.582,6.0,10.9,16.9,4.2,1.5,1.9,2.7,3.5,19.8,,122,106
1,Bam Adebayo,PF,22,MIA,72,72,2417,8.9,16.0,.557,0.0,0.3,.143,8.8,15.7,.564,5.3,7.7,.691,3.6,11.3,14.8,7.4,1.7,1.9,4.1,3.7,23.1,,116,106
2,LaMarcus Aldridge,C,34,SAS,53,53,1754,10.7,21.6,.493,1.7,4.3,.389,9.0,17.3,.519,4.3,5.2,.827,2.8,7.9,10.7,3.5,1.0,2.4,2.0,3.5,27.3,,115,112
3,Kyle Alexander,PF,23,MIA,2,0,13,3.8,7.5,.500,0.0,0.0,,3.8,7.5,.500,0.0,0.0,,7.5,3.8,11.3,0.0,0.0,0.0,3.8,3.8,7.5,,96,116
4,Nickeil Alexander-Walker,SG,21,NOP,47,1,591,7.7,20.8,.368,3.6,10.4,.346,4.1,10.4,.391,2.0,2.9,.676,0.7,5.9,6.6,7.0,1.3,0.6,4.2,4.5,20.9,,93,113
5,Grayson Allen,SG,24,MEM,38,0,718,7.6,16.3,.466,3.7,9.2,.404,3.9,7.2,.545,2.5,2.9,.867,0.5,5.0,5.5,3.4,0.7,0.1,2.1,3.4,21.5,,114,115
6,Jarrett Allen,C,21,BRK,70,64,1852,7.7,11.9,.649,0.0,0.2,.000,7.7,11.7,.658,4.4,6.9,.633,5.5,11.6,17.1,2.8,1.0,2.4,2.0,4.1,19.8,,132,106
7,Kadeem Allen,SG,27,NYK,10,0,117,7.9,18.3,.432,2.1,6.7,.313,5.8,11.7,.500,2.9,4.6,.636,0.8,2.9,3.7,8.7,2.1,0.8,3.3,2.9,20.8,,106,114
8,Al-Farouq Aminu,PF,29,ORL,18,2,380,3.2,11.0,.291,1.2,4.6,.250,2.0,6.4,.320,2.4,3.7,.655,3.1,8.1,11.1,2.7,2.3,1.0,2.2,3.5,10.0,,88,108
9,Justin Anderson,SF,26,BRK,10,1,107,4.4,16.8,.263,2.7,12.8,.207,1.8,4.0,.444,0.9,1.8,.500,0.4,8.8,9.3,3.5,0.0,2.7,1.8,5.7,12.4,,78,109
10,Kyle Anderson,PF,26,MEM,67,28,1330,5.5,11.6,.474,0.8,3.0,.282,4.7,8.6,.541,1.8,2.7,.667,2.0,8.0,10.0,5.7,1.9,1.3,2.3,3.9,13.7,,109,109
11,Ryan Anderson,C,31,HOU,2,0,14,6.6,23.1,.286,3.3,16.5,.200,3.3,6.6,.500,0.0,0.0,,0.0,23.1,23.1,6.6,3.3,0.0,3.3,3.3,16.5,,78,98
12,Giannis Antetokounmpo,PF,25,MIL,63,63,1917,16.3,29.5,.553,2.1,7.0,.304,14.2,22.5,.631,9.5,15.0,.633,3.3,17.1,20.4,8.4,1.5,1.6,5.5,4.6,44.2,,116,97
13,Kostas Antetokounmpo,PF,22,LAL,5,0,20,7.1,7.1,1.000,0.0,0.0,,7.1,7.1,1.000,2.4,4.8,.500,4.8,2.4,7.1,4.8,0.0,0.0,2.4,4.8,16.6,,153,115
14,Thanasis Antetokounmpo,SF,27,MIL,20,2,129,8.5,17.0,.500,0.0,3.5,.000,8.5,13.5,.632,2.5,6.0,.412,4.2,4.2,8.5,5.3,2.5,0.7,4.2,6.4,19.5,,98,103
15,Carmelo Anthony,PF,35,POR,58,58,1902,8.4,19.6,.430,2.2,5.7,.385,6.2,13.9,.448,3.4,4.0,.845,1.8,7.4,9.2,2.1,1.2,0.7,2.5,4.3,22.4,,104,115
16,OG Anunoby,SF,22,TOR,69,68,2066,6.6,13.0,.505,2.0,5.2,.390,4.5,7.8,.583,1.7,2.3,.706,1.8,6.5,8.4,2.5,2.2,1.0,1.8,3.8,16.9,,114,104
17,Ryan Arcidiacono,PG,25,CHI,58,4,930,4.7,11.4,.409,2.8,7.1,.391,1.9,4.2,.439,1.4,2.0,.711,1.0,4.7,5.7,5.0,1.4,0.2,1.9,5.0,13.5,,111,113
18,Trevor Ariza,SF,34,TOT,53,21,1493,4.6,10.4,.438,2.5,6.7,.372,2.1,3.8,.556,2.0,2.4,.838,1.1,6.8,7.9,2.9,2.2,0.5,1.8,3.6,13.6,,114,112
19,Trevor Ariza,SF,34,SAC,32,0,791,3.9,10.1,.388,2.6,7.5,.352,1.3,2.6,.488,1.3,1.7,.778,1.3,7.7,9.0,3.1,2.1,0.4,1.7,3.9,11.8,,108,111
20,Trevor Ariza,SF,34,POR,21,21,702,5.3,10.8,.491,2.3,5.8,.400,3.0,5.0,.595,2.8,3.2,.872,0.9,5.9,6.8,2.8,2.3,0.5,1.9,3.3,15.7,,121,114
21,D.J. Augustin,PG,32,ORL,57,13,1420,6.3,15.8,.399,2.4,6.9,.348,3.9,8.9,.438,5.5,6.2,.890,0.8,3.4,4.2,9.0,1.2,0.0,2.9,2.5,20.5,,114,114
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Deandre Ayton,C,21,PHO,38,32,1236,11.9,21.8,.546,0.1,0.5,.231,11.8,21.3,.553,2.6,3.4,.753,5.6,11.1,16.7,2.8,1.0,2.2,3.1,4.5,26.4,,111,108
24,Dwayne Bacon,SG,24,CHO,39,11,687,6.2,17.8,.348,1.4,4.9,.284,4.8,12.9,.373,2.6,3.9,.660,1.1,6.2,7.3,3.8,1.7,0.1,2.7,3.8,16.3,,86,114
25,Marvin Bagley III,PF,20,SAC,13,6,334,11.3,24.3,.467,0.6,3.2,.182,10.7,21.1,.510,3.6,4.5,.806,4.2,9.9,14.1,1.5,0.9,1.7,2.6,6.2,26.9,,102,111
26,Lonzo Ball,PG,22,NOP,63,54,2025,6.3,15.7,.403,3.4,9.0,.375,2.9,6.7,.442,1.0,1.7,.566,1.6,7.1,8.8,10.0,2.0,0.9,4.4,2.9,17.0,,103,111
27,Mo Bamba,C,21,ORL,62,0,878,7.3,15.9,.462,2.1,5.9,.346,5.3,9.9,.531,1.7,2.6,.674,5.5,11.2,16.7,2.3,1.3,4.8,2.3,6.4,18.4,,111,103
28,J.J. Barea,PG,35,DAL,29,6,450,9.1,22.2,.411,3.4,9.1,.376,5.7,13.1,.434,2.1,2.4,.909,1.1,4.6,5.7,12.0,0.5,0.2,4.1,2.9,23.8,,109,116
29,Harrison Barnes,PF,27,SAC,72,72,2482,7.1,15.5,.460,2.0,5.2,.381,5.1,10.3,.501,4.2,5.2,.801,1.5,5.4,6.9,3.1,0.8,0.2,1.7,1.8,20.4,,116,116
30,RJ Barrett,SG,19,NYK,56,55,1704,8.3,20.8,.402,1.8,5.6,.320,6.5,15.1,.432,4.5,7.3,.614,1.4,6.5,8.0,4.1,1.6,0.5,3.5,3.5,22.9,,95,114
31,Will Barton,SF,29,DEN,58,58,1916,8.6,19.0,.450,2.8,7.4,.375,5.8,11.6,.498,2.6,3.4,.767,2.0,7.5,9.4,5.5,1.6,0.7,2.3,3.1,22.5,,113,111
32,Keita Bates-Diop,SF,24,TOT,44,0,744,6.3,14.7,.427,2.1,6.5,.330,4.2,8.2,.504,3.4,4.7,.720,1.6,6.4,8.0,1.9,1.2,1.5,1.1,2.7,18.1,,111,113
33,Keita Bates-Diop,SF,24,MIN,37,0,646,6.3,14.8,.422,2.2,6.8,.330,4.0,8.0,.500,3.3,4.7,.708,1.5,6.4,7.9,2.2,1.2,1.4,1.0,2.6,18.0,,111,113
34,Keita Bates-Diop,SF,24,DEN,7,0,98,6.6,14.1,.464,1.5,4.5,.333,5.0,9.6,.526,4.0,5.0,.800,2.0,6.6,8.6,0.0,1.0,2.0,1.5,3.5,18.7,,111,111
35,Nicolas Batum,SF,31,CHO,22,3,505,2.8,8.0,.346,1.4,4.9,.286,1.4,3.2,.438,0.9,1.0,.900,2.5,7.4,9.9,6.5,1.7,0.8,2.2,4.1,7.8,,107,112
36,Aron Baynes,C,33,PHO,42,28,934,9.3,19.3,.480,3.0,8.5,.351,6.3,10.8,.582,2.8,3.8,.747,3.6,8.4,12.0,3.4,0.5,1.2,2.5,7.2,24.4,,113,112
37,Kent Bazemore,SF-SG,30,TOT,68,21,1688,5.7,15.2,.375,2.4,6.9,.344,3.3,8.2,.400,3.2,4.2,.769,0.8,7.6,8.4,2.6,2.1,1.1,2.6,5.6,17.0,,96,112
38,Kent Bazemore,SF,30,POR,43,21,1111,4.8,14.0,.347,2.4,7.3,.327,2.4,6.6,.368,2.5,3.1,.806,0.6,6.8,7.4,2.6,1.9,1.3,2.6,5.2,14.6,,92,113
39,Kent Bazemore,SG,30,SAC,25,0,577,7.3,17.5,.418,2.4,6.1,.384,5.0,11.4,.437,4.6,6.3,.733,1.2,9.1,10.3,2.7,2.4,0.8,2.6,6.3,21.6,,103,109
40,Darius Bazley,PF,19,OKC,61,9,1130,5.4,13.6,.394,2.1,6.1,.348,3.3,7.6,.432,1.8,2.7,.694,1.3,9.3,10.6,1.8,1.0,1.8,1.9,2.4,14.7,,96,108
41,Bradley Beal,SG,26,WAS,57,57,2053,13.5,29.7,.455,3.9,11.0,.353,9.6,18.7,.515,8.8,10.4,.842,1.2,4.3,5.5,7.9,1.6,0.5,4.4,2.9,39.6,,113,117
42,Malik Beasley,SG,23,TOT,55,14,1209,9.1,21.3,.425,4.3,11.0,.388,4.8,10.3,.465,2.2,2.6,.818,0.7,5.2,5.9,3.0,1.6,0.3,2.3,3.1,24.5,,105,114
43,Malik Beasley,SG,23,DEN,41,0,746,7.8,19.9,.389,3.8,10.7,.360,3.9,9.3,.421,2.2,2.5,.868,0.6,4.5,5.1,3.2,2.1,0.4,2.4,3.3,21.5,,100,112
44,Malik Beasley,SG,23,MIN,14,14,463,11.0,23.4,.472,4.9,11.5,.426,6.1,11.8,.517,2.1,2.8,.750,0.9,6.2,7.1,2.7,0.9,0.2,2.1,2.7,29.1,,111,115
45,Marco Belinelli,SG,33,SAS,57,0,883,6.7,17.0,.392,3.6,9.6,.376,3.0,7.4,.412,2.6,3.1,.828,0.4,5.0,5.4,3.7,0.6,0.1,1.0,2.4,19.5,,110,118
46,Jordan Bell,C-PF,25,TOT,29,0,256,6.4,12.2,.522,0.7,2.2,.333,5.6,10.0,.564,3.4,5.6,.613,5.4,9.3,14.7,2.9,0.5,1.8,3.8,3.4,16.9,,108,112
47,Jordan Bell,C,25,MIN,27,0,235,6.3,11.9,.533,0.4,1.8,.222,5.9,10.1,.588,3.4,5.7,.586,5.5,9.9,15.4,2.8,0.4,2.0,3.6,3.4,16.4,,108,112
48,Jordan Bell,PF,25,MEM,2,0,21,6.7,15.6,.429,4.4,6.7,.667,2.2,8.9,.250,4.4,4.4,1.000,4.4,2.2,6.7,4.4,2.2,0.0,6.7,4.4,22.2,,103,113
49,DeAndre' Bembry,SG,25,ATL,43,4,915,5.3,11.6,.456,0.8,3.3,.231,4.5,8.3,.546,1.3,2.4,.542,1.7,6.0,7.7,4.1,2.8,1.0,3.1,4.3,12.7,,95,112
50,Dragan Bender,SF,22,TOT,16,3,286,6.8,15.2,.446,2.5,7.1,.349,4.3,8.1,.531,1.6,2.3,.714,2.6,9.4,12.0,4.6,0.7,1.5,3.5,6.9,17.6,,102,110
51,Dragan Bender,SF,22,MIL,7,0,91,5.0,10.5,.476,2.0,4.5,.444,3.0,6.0,.500,1.0,1.5,.667,0.0,10.0,10.0,4.5,0.0,2.5,2.5,8.0,13.0,,105,103
52,Dragan Bender,SF,22,GSW,9,3,195,7.6,17.4,.437,2.7,8.3,.324,4.9,9.1,.541,2.0,2.7,.727,3.9,9.1,13.0,4.7,1.0,1.0,3.9,6.4,19.9,,101,114
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Dāvis Bertāns,PF,27,WAS,54,4,1583,7.8,18.0,.434,5.9,13.9,.424,1.9,4.1,.471,3.1,3.6,.852,1.0,6.2,7.2,2.7,1.1,1.0,1.7,4.1,24.6,,120,116
55,Patrick Beverley,PG,31,LAC,51,50,1342,5.2,12.0,.431,2.8,7.3,.388,2.4,4.8,.496,1.1,1.7,.660,2.0,7.4,9.4,6.4,1.9,0.9,2.3,5.5,14.3,,116,107
56,Khem Birch,C,27,ORL,48,24,922,3.9,7.6,.510,0.0,0.1,.000,3.9,7.5,.514,3.5,5.3,.653,4.8,6.8,11.6,2.6,1.1,1.2,1.6,4.8,11.2,,121,111
57,Goga Bitadze,C,20,IND,54,2,471,7.2,15.5,.467,0.8,4.3,.190,6.4,11.1,.574,2.5,3.4,.727,2.6,8.3,10.9,2.4,1.0,3.8,2.9,6.7,17.7,,99,105
58,Bismack Biyombo,C,27,CHO,53,29,1029,7.4,13.5,.543,0.0,0.0,,7.4,13.5,.543,4.4,7.4,.603,5.8,9.2,15.0,2.4,0.5,2.4,2.3,5.6,19.1,,116,112
59,Nemanja Bjelica,PF,31,SAC,72,67,2011,7.6,15.8,.481,3.2,7.7,.419,4.3,8.0,.541,1.7,2.0,.821,2.7,8.4,11.0,4.9,1.5,1.0,2.4,5.2,20.0,,119,111
60,Eric Bledsoe,PG,30,MIL,61,61,1646,9.3,19.5,.475,2.1,6.0,.344,7.2,13.5,.533,4.7,5.9,.790,1.2,6.6,7.8,9.1,1.6,0.7,4.1,3.6,25.3,,112,104
61,Bogdan Bogdanović,SG,27,SAC,61,28,1766,9.3,21.0,.440,4.5,12.1,.372,4.8,8.9,.532,2.4,3.2,.741,0.7,5.0,5.7,5.7,1.8,0.4,2.8,3.7,25.4,,110,113
62,Bojan Bogdanović,SF,30,UTA,63,63,2083,9.8,21.8,.447,4.4,10.7,.414,5.4,11.2,.479,5.8,6.5,.903,0.9,5.1,6.1,3.1,0.8,0.2,3.7,2.6,29.8,,111,113
63,Bol Bol,SF,20,DEN,7,0,87,8.0,15.9,.500,2.3,5.1,.444,5.7,10.8,.526,4.5,5.7,.800,2.8,8.0,10.8,3.4,1.1,3.4,5.7,6.2,22.7,,102,108
64,Jonah Bolden,PF,24,TOT,7,0,47,4.1,11.2,.364,0.0,4.1,.000,4.1,7.1,.571,2.0,4.1,.500,3.0,6.1,9.1,0.0,3.0,2.0,2.0,10.1,10.1,,80,106
65,Jonah Bolden,PF,24,PHI,4,0,14,6.9,10.4,.667,0.0,3.5,.000,6.9,6.9,1.000,0.0,6.9,.000,0.0,3.5,3.5,0.0,3.5,0.0,6.9,13.8,13.8,,57,108
66,Jonah Bolden,PF,24,PHO,3,0,33,2.9,11.5,.250,0.0,4.3,.000,2.9,7.2,.400,2.9,2.9,1.000,4.3,7.2,11.5,0.0,2.9,2.9,0.0,8.6,8.6,,94,105
67,Marques Bolden,C,21,CLE,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,32.4,32.4,0.0,16.2,0.0,0.0,16.2,0.0,,,69
68,Jordan Bone,PG,22,DET,10,0,53,4.6,18.6,.250,1.9,9.3,.200,2.8,9.3,.300,0.0,0.0,,0.0,3.7,3.7,7.4,0.9,0.0,1.9,5.6,11.1,,76,117
69,Isaac Bonga,SF,20,WAS,66,49,1250,4.4,8.8,.504,0.9,2.7,.352,3.5,6.1,.571,2.6,3.2,.812,2.7,5.6,8.3,2.8,1.7,0.8,2.2,5.8,12.3,,116,116
70,Devin Booker,SG,23,PHO,70,70,2512,11.8,24.2,.489,2.7,7.5,.354,9.2,16.7,.549,8.8,9.6,.919,0.5,5.1,5.6,8.6,0.9,0.3,5.0,4.0,35.1,,115,114
71,Chris Boucher,PF,27,TOR,62,0,819,8.2,17.4,.472,2.2,6.9,.322,6.0,10.5,.569,5.3,6.7,.784,6.2,9.9,16.1,1.5,1.3,3.5,1.6,6.6,23.9,,124,101
72,Brian Bowen,SG,21,IND,6,1,31,4.7,15.7,.300,0.0,3.1,.000,4.7,12.5,.375,0.0,0.0,,1.6,9.4,11.0,0.0,0.0,1.6,1.6,4.7,9.4,,62,109
73,Ky Bowman,PG,22,GSW,45,12,1015,6.3,15.1,.417,1.6,5.0,.308,4.8,10.1,.472,1.6,1.9,.829,1.1,4.6,5.7,6.2,2.1,0.5,3.3,4.8,15.8,,96,115
74,Avery Bradley,SG,29,LAL,49,44,1186,6.8,15.4,.444,2.5,6.9,.364,4.3,8.4,.510,0.8,1.0,.833,0.7,3.9,4.6,2.5,1.7,0.2,1.9,4.4,17.0,,103,110
75,Tony Bradley,C,22,UTA,58,3,663,9.2,13.9,.667,0.2,0.2,1.000,9.0,13.7,.661,2.2,3.4,.652,8.1,11.5,19.6,1.7,1.0,2.4,2.2,8.4,20.9,,135,106
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Jarrell Brantley,PF,23,UTA,9,0,96,5.1,14.2,.357,1.5,6.6,.231,3.5,7.6,.467,0.5,1.0,.500,1.0,9.1,10.1,5.6,1.5,2.5,3.5,3.5,12.2,,85,106
78,Ignas Brazdeikis,SF,21,NYK,9,0,53,5.5,20.2,.273,0.9,8.3,.111,4.6,11.9,.385,3.7,4.6,.800,1.8,2.8,4.6,3.7,0.0,0.9,1.8,2.8,15.6,,82,119
79,Corey Brewer,SG,33,SAC,5,0,33,2.9,5.9,.500,0.0,1.5,.000,2.9,4.4,.667,1.5,4.4,.333,2.9,8.8,11.8,2.9,5.9,0.0,2.9,10.3,7.4,,91,102
80,Mikal Bridges,SF,23,PHO,73,32,2042,5.7,11.2,.510,1.6,4.5,.361,4.1,6.7,.610,2.4,2.8,.844,1.5,5.2,6.8,3.0,2.4,1.1,1.7,3.8,15.5,,119,110
81,Miles Bridges,SF,21,CHO,65,64,1995,8.0,18.9,.424,2.5,7.5,.330,5.5,11.4,.486,2.7,3.3,.809,2.2,6.9,9.1,2.9,1.0,1.2,2.4,3.3,21.2,,103,114
82,Oshae Brissett,SF,21,TOR,19,0,135,4.6,12.7,.361,1.1,5.3,.200,3.5,7.4,.476,2.8,3.5,.800,3.2,6.0,9.2,2.5,1.4,0.4,2.5,6.3,13.0,,96,107
83,Ryan Broekhoff,SG,29,DAL,17,1,180,5.9,15.8,.373,5.4,13.7,.392,0.5,2.1,.250,1.9,2.1,.875,1.3,10.2,11.5,3.0,1.3,1.1,1.6,4.0,19.1,,114,110
84,Malcolm Brogdon,PG,27,IND,54,54,1666,9.5,21.7,.438,2.2,6.7,.326,7.3,15.0,.488,4.8,5.4,.892,1.3,6.3,7.6,11.1,1.0,0.3,3.8,2.9,26.0,,111,111
85,Dillon Brooks,SG,24,MEM,73,73,2112,9.6,23.6,.407,3.2,9.1,.358,6.4,14.5,.438,3.6,4.5,.808,1.5,3.9,5.4,3.3,1.4,0.6,2.7,6.1,26.1,,100,113
86,Bruce Brown,SG,23,DET,58,43,1634,6.0,13.5,.443,1.0,2.9,.344,5.0,10.6,.470,2.6,3.6,.739,1.8,6.4,8.2,6.9,1.9,0.9,3.0,4.9,15.6,,106,112
87,Charlie Brown,SG,22,ATL,10,0,40,7.0,22.1,.316,3.5,10.5,.333,3.5,11.6,.300,5.8,5.8,1.000,2.3,2.3,4.7,2.3,2.3,2.3,3.5,3.5,23.3,,93,114
88,Jaylen Brown,SF,23,BOS,57,57,1934,10.7,22.1,.481,3.2,8.4,.382,7.4,13.7,.543,4.4,6.1,.724,1.5,7.5,9.1,2.9,1.6,0.5,3.1,4.2,28.9,,110,108
89,Moses Brown,C,20,POR,9,0,33,5.8,14.4,.400,0.0,0.0,,5.8,14.4,.400,4.3,11.6,.375,4.3,15.9,20.2,1.4,1.4,1.4,4.3,10.1,15.9,,81,108
90,Sterling Brown,SF,24,MIL,52,1,767,5.7,15.2,.371,2.6,8.1,.324,3.0,7.1,.425,1.9,2.4,.800,1.8,9.0,10.9,3.0,1.7,0.4,2.5,3.2,15.8,,97,103
91,Troy Brown Jr.,SG,20,WAS,69,22,1782,7.2,16.3,.439,1.6,4.7,.341,5.6,11.6,.479,2.9,3.6,.784,2.0,8.1,10.0,4.7,2.2,0.2,2.1,3.5,18.8,,109,114
92,Jalen Brunson,PG,23,DAL,57,16,1022,8.6,18.3,.466,2.0,5.7,.358,6.5,12.7,.515,2.9,3.5,.813,1.0,5.3,6.3,8.9,1.0,0.2,3.1,3.5,22.0,,114,114
93,Thomas Bryant,C,22,WAS,46,36,1147,9.9,17.0,.581,1.5,3.7,.407,8.4,13.3,.630,3.5,4.7,.741,4.0,9.5,13.5,3.4,1.0,2.0,2.2,4.2,24.8,,127,114
94,Reggie Bullock,SG,28,NYK,29,19,684,6.4,15.9,.402,2.6,7.9,.333,3.8,8.0,.469,1.2,1.5,.810,0.9,3.9,4.8,3.0,1.8,0.2,1.4,4.0,16.7,,105,115
95,Trey Burke,PG,27,TOT,33,1,520,8.8,19.5,.450,3.0,7.0,.427,5.8,12.5,.463,2.1,2.7,.793,1.5,3.2,4.7,7.7,1.5,0.2,2.0,3.1,22.6,,117,113
96,Trey Burke,PG,27,PHI,25,0,329,8.7,18.7,.465,2.4,5.6,.421,6.3,13.1,.483,1.9,2.7,.722,2.2,2.9,5.2,7.8,1.0,0.1,1.8,3.1,21.7,,119,114
97,Trey Burke,PG,27,DAL,8,1,191,8.9,20.7,.427,4.0,9.4,.432,4.8,11.4,.422,2.5,2.8,.909,0.3,3.5,3.8,7.6,2.3,0.3,2.3,3.0,24.3,,115,113
98,Alec Burks,SG,28,TOT,66,19,1754,8.8,21.0,.418,3.2,8.2,.385,5.6,12.8,.439,6.4,7.2,.887,1.3,6.4,7.7,5.2,1.7,0.5,2.5,3.5,27.2,,112,114
99,Alec Burks,SG,28,GSW,48,18,1390,8.4,20.7,.406,2.9,7.7,.375,5.5,13.0,.424,6.9,7.7,.897,1.3,6.5,7.8,5.2,1.7,0.6,2.6,3.7,26.6,,110,114
100,Alec Burks,SG,28,PHI,18,1,364,10.3,22.2,.461,4.3,10.3,.416,6.0,12.0,.500,4.5,5.5,.829,1.5,6.0,7.5,5.1,1.6,0.0,2.0,2.8,29.3,,120,111
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Deonte Burton,SG,26,OKC,39,0,356,5.9,17.1,.344,1.4,7.2,.189,4.5,9.8,.458,1.1,1.9,.571,1.0,6.8,7.8,2.3,1.0,1.4,2.6,4.6,14.2,,78,110
103,Jimmy Butler,SF,30,MIA,58,58,1959,8.6,18.9,.455,0.7,3.0,.244,7.9,15.9,.495,10.9,13.1,.834,2.6,7.0,9.6,8.7,2.6,0.8,3.2,2.0,28.8,,123,108
104,Bruno Caboclo,C,24,TOT,30,0,244,7.3,17.0,.427,1.1,6.3,.182,6.1,10.7,.571,1.5,1.7,.889,4.4,7.1,11.5,2.3,2.9,3.2,2.5,5.9,17.2,,100,105
105,Bruno Caboclo,C,24,MEM,22,0,192,6.8,16.8,.406,1.0,6.1,.160,5.8,10.7,.545,0.5,0.7,.667,4.1,6.6,10.7,2.4,2.4,2.9,1.7,5.6,15.1,,97,106
106,Bruno Caboclo,C,24,HOU,8,0,52,8.9,17.8,.500,1.8,7.1,.250,7.1,10.7,.667,5.3,5.3,1.000,5.3,8.9,14.2,1.8,4.4,4.4,5.3,7.1,24.9,,108,98
107,Devontae Cacok,C,23,LAL,1,0,9,15.8,31.7,.500,0.0,0.0,,15.8,31.7,.500,0.0,0.0,,10.6,15.8,26.4,5.3,0.0,0.0,0.0,0.0,31.7,,122,107
108,Kentavious Caldwell-Pope,SG,26,LAL,69,26,1762,6.4,13.7,.467,2.5,6.4,.385,3.9,7.2,.541,2.1,2.8,.775,1.0,2.8,3.8,3.0,1.5,0.4,1.7,3.5,17.4,,115,110
109,Vlatko Čančar,SF,22,DEN,14,0,45,6.6,16.5,.400,1.1,6.6,.167,5.5,9.9,.556,4.4,4.4,1.000,5.5,5.5,11.0,3.3,1.1,1.1,3.3,7.7,18.7,,106,113
110,Clint Capela,C,25,HOU,39,39,1279,8.8,14.0,.629,0.0,0.0,,8.8,14.0,.629,2.0,3.8,.529,6.1,13.4,19.4,1.7,1.2,2.6,2.3,3.7,19.6,,124,105
111,DeMarre Carroll,SF-PF,33,TOT,24,0,290,4.0,10.7,.379,1.3,5.3,.242,2.8,5.3,.515,4.7,6.8,.690,1.9,7.0,8.9,4.0,1.3,0.8,2.8,5.2,14.1,,103,113
112,DeMarre Carroll,SF,33,SAS,15,0,135,3.2,10.3,.310,1.1,4.6,.231,2.1,5.7,.375,4.2,7.1,.600,2.5,8.5,11.0,3.9,0.7,0.7,3.5,7.1,11.7,,88,115
113,DeMarre Carroll,PF,33,HOU,9,0,155,4.8,11.0,.432,1.5,6.0,.250,3.3,5.1,.647,5.1,6.6,.773,1.5,5.7,7.2,4.2,1.8,0.9,2.1,3.6,16.1,,117,111
114,Jevon Carter,PG,24,PHO,58,2,945,5.1,12.2,.416,3.1,7.3,.425,2.0,4.9,.402,1.2,1.4,.852,1.5,4.4,5.9,4.2,2.4,0.9,1.6,4.3,14.4,,114,111
115,Vince Carter,SF,43,ATL,60,0,876,5.7,16.2,.352,3.2,10.7,.302,2.4,5.4,.451,1.2,1.5,.793,1.0,5.6,6.6,2.6,1.2,1.3,1.8,4.8,15.9,,94,116
116,Wendell Carter Jr.,C,20,CHI,43,43,1256,7.0,13.2,.534,0.2,1.1,.207,6.8,12.0,.564,4.3,5.8,.737,5.3,10.2,15.5,2.0,1.3,1.4,2.8,6.2,18.6,,115,108
117,Michael Carter-Williams,SG,28,ORL,45,0,833,6.5,15.2,.427,1.3,4.4,.293,5.2,10.8,.481,4.6,5.6,.832,2.7,5.9,8.6,6.4,2.9,1.3,3.0,5.1,18.9,,109,107
118,Alex Caruso,PG,25,LAL,64,2,1175,4.9,11.8,.412,1.6,4.9,.333,3.2,6.9,.468,2.8,3.8,.734,0.7,4.3,5.0,5.0,2.8,0.7,2.1,4.0,14.1,,107,106
119,Willie Cauley-Stein,C,26,TOT,54,39,1097,7.6,13.2,.579,0.0,0.0,.000,7.6,13.1,.581,1.7,2.9,.606,3.7,10.1,13.8,3.1,2.1,2.7,1.7,5.3,17.0,,117,108
120,Willie Cauley-Stein,C,26,GSW,41,37,940,7.3,13.1,.560,0.0,0.0,,7.3,13.1,.560,1.8,2.9,.614,3.6,9.4,13.0,3.1,2.3,2.5,1.8,5.2,16.4,,114,109
121,Willie Cauley-Stein,C,26,DAL,13,2,157,9.5,13.9,.689,0.0,0.3,.000,9.5,13.5,.705,1.5,2.8,.556,4.0,14.5,18.5,3.1,1.2,3.4,1.5,5.8,20.6,,135,105
122,Tyson Chandler,C,37,HOU,26,5,219,3.0,3.8,.778,0.0,0.0,,3.0,3.8,.778,1.3,2.7,.462,5.3,8.7,13.9,1.3,1.3,1.7,1.7,6.8,7.2,,135,109
123,Wilson Chandler,SF,32,BRK,35,3,734,4.8,11.8,.404,2.4,7.8,.306,2.4,4.0,.597,1.3,1.5,.870,0.7,8.6,9.3,2.5,1.0,0.8,2.2,5.1,13.2,,99,110
124,Joe Chealey,PG,24,CHO,4,0,33,0.0,10.6,.000,0.0,6.1,.000,0.0,4.6,.000,3.0,3.0,1.000,0.0,0.0,0.0,1.5,6.1,0.0,3.0,3.0,3.0,,29,108
125,Zylan Cheatham,SF,24,NOP,4,0,51,5.4,8.2,.667,0.0,0.9,.000,5.4,7.3,.750,0.0,0.0,,2.7,5.4,8.2,2.7,0.9,0.9,3.6,9.1,10.9,,103,114
126,Chris Chiozza,PG,24,TOT,28,2,401,6.5,16.5,.393,3.2,8.5,.375,3.3,8.0,.412,0.6,0.6,1.000,1.1,5.2,6.2,9.8,2.5,0.5,3.8,4.3,16.7,,103,111
